Recording.timestamp	Computer.timestamp	Sensor	Project.name	Export.date	Participant.name	Recording.name	Recording.date	Recording.date.UTC	Recording.start.time	Recording.start.time.UTC	Recording.duration	Timeline.name	Recording.Fixation.filter.name	Recording.software.version	Recording.resolution.height	Recording.resolution.width	Recording.monitor.latency	Average.calibration.accuracy..mm.	Average.calibration.precision.SD..mm.	Average.calibration.precision.RMS..mm.	Average.calibration.accuracy..degrees.	Average.calibration.precision.SD..degrees.	Average.calibration.precision.RMS..degrees.	Average.calibration.accuracy..pixels.	Average.calibration.precision.SD..pixels.	Average.calibration.precision.RMS..pixels.	Average.validation.accuracy..mm.	Average.validation.precision.SD..mm.	Average.validation.precision.RMS..mm.	Average.validation.accuracy..degrees.	Average.validation.precision.SD..degrees.	Average.validation.precision.RMS..degrees.	Average.validation.accuracy..pixels.	Average.validation.precision.SD..pixels.	Average.validation.precision.RMS..pixels.	Eyetracker.timestamp	Event	Event.value	Gaze.point.X	Gaze.point.Y	Gaze.point.left.X	Gaze.point.left.Y	Gaze.point.right.X	Gaze.point.right.Y	Gaze.direction.left.X	Gaze.direction.left.Y	Gaze.direction.left.Z	Gaze.direction.right.X	Gaze.direction.right.Y	Gaze.direction.right.Z	Pupil.diameter.left	Pupil.diameter.right	Pupil.diameter.filtered	Eye.openness.left	Eye.openness.right	Eye.openness.filtered	Validity.left	Validity.right	Eye.position.left.X..DACSmm.	Eye.position.left.Y..DACSmm.	Eye.position.left.Z..DACSmm.	Eye.position.right.X..DACSmm.	Eye.position.right.Y..DACSmm.	Eye.position.right.Z..DACSmm.	Gaze.point.left.X..DACSmm.	Gaze.point.left.Y..DACSmm.	Gaze.point.right.X..DACSmm.	Gaze.point.right.Y..DACSmm.	Gaze.point.X..MCSnorm.	Gaze.point.Y..MCSnorm.	Gaze.point.left.X..MCSnorm.	Gaze.point.left.Y..MCSnorm.	Gaze.point.right.X..MCSnorm.	Gaze.point.right.Y..MCSnorm.	Presented.Stimulus.name	Presented.Media.name	Presented.Media.width	Presented.Media.height	Presented.Media.position.X..DACSpx.	Presented.Media.position.Y..DACSpx.	Original.Media.width	Original.Media.height	Eye.movement.type	Gaze.event.duration	Eye.movement.type.index	Fixation.point.X	Fixation.point.Y	Fixation.point.X..MCSnorm.	Fixation.point.Y..MCSnorm.	Ungrouped	Client.area.position.X..DACSpx.	Client.area.position.Y..DACSpx.	Viewport.position.X	Viewport.position.Y	Viewport.width	Viewport.height	Full.page.width	Full.page.height	Mouse.position.X	Mouse.position.Y
0	1888467423911		youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RecordingStart		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83639	1888467507550	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065303618			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91978	1888467515889	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065311951			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
100317	1888467524228	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065320284			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
108655	1888467532566	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065328618			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116989	1888467540900	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065336951			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
125323	1888467549234	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065345284			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
133657	1888467557568	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065353618			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
141991	1888467565902	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065361951			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150325	1888467574236	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065370284			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
158660	1888467582571	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065378618			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166994	1888467590905	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065386951			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
175329	1888467599240	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065395284			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183665	1888467607576	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065403618			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192001	1888467615912	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065411951			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
200336	1888467624247	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065420284			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
208672	1888467632583	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065428617			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
217010	1888467640921	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065436951			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
225344	1888467649255	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065445284			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
233679	1888467657590	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065453618			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
242013	1888467665924	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065461951			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
250347	1888467674258	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065470284			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258681	1888467682592	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065478617			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
267034	1888467690945	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065486950			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
275393	1888467699304	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065495283			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
283753	1888467707664	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065503616			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292116	1888467716027	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065511950			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
300477	1888467724388	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065520283			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
308840	1888467732751	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065528616			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
317183	1888467741094	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065536950			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
325519	1888467749430	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065545283			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
333855	1888467757766	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065553616			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
342193	1888467766104	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065561950			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
350529	1888467774440	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065570283			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
358865	1888467782776	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065578616			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
367202	1888467791113	Eye Tracker	youma_exp3	04/11/2025	Youma	session3	04/01/2025	04/01/2025	11:22:43.004	09:22:43.004	55359	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	2	16.2	13.6	0.17	1.39	1.16	7	59	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	2065586950			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	1642	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
