Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Eyetracker timestamp	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Pupil diameter filtered	Eye openness left	Eye openness right	Eye openness filtered	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Presented Stimulus name	Presented Media name	Presented Media width	Presented Media height	Presented Media position X (DACSpx)	Presented Media position Y (DACSpx)	Original Media width	Original Media height	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Ungrouped	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height	Mouse position X	Mouse position Y
292777	844675256730	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489498574			379	1294	611	1281	148	1307	-0.07604	0.32193	-0.94370	-0.32752	0.32156	-0.88844	3.031	3.073	3.052				Valid	Valid	218.1	139.8	622.4	266.7	137.3	613.3	168.0	352.2	40.6	359.3															Saccade	83	1															
301111	844675265064	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489506908			391	1235	605	1228	178	1241	-0.07930	0.30250	-0.94985	-0.31955	0.29915	-0.89911	3.029	3.031	3.036				Valid	Valid	218.3	139.5	622.5	266.9	137.1	613.4	166.3	337.8	48.9	341.2															Saccade	83	1															
309444	844675273397	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489515241			420	1101	599	1095	242	1106	-0.08354	0.25078	-0.96443	-0.30085	0.25117	-0.92000	3.034	3.041	3.030				Valid	Valid	218.5	139.2	622.3	267.1	136.8	613.6	164.6	301.0	66.5	304.3															Saccade	83	1															
317777	844675281730	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489523574			440	952	603	948	278	956	-0.08301	0.19167	-0.97794	-0.29156	0.19325	-0.93683	2.996	2.991	3.000				Valid	Valid	218.7	138.8	622.5	267.4	136.5	613.6	165.8	260.8	76.4	263.0															Saccade	83	1															
326111	844675290064	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489531908			473	844	604	849	342	838	-0.08357	0.15031	-0.98510	-0.26949	0.14624	-0.95184	2.995	2.983	2.994				Valid	Valid	218.8	138.5	622.3	267.7	136.3	613.4	166.0	233.5	94.0	230.5															Saccade	83	1															
334443	844675298396	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489540241			485	748	581	740	389	756	-0.09398	0.10391	-0.99014	-0.25219	0.11254	-0.96111	3.009	2.976	2.993				Valid	Valid	218.9	138.2	622.5	268.0	136.0	613.7	159.8	203.6	107.0	207.9															Saccade	83	1															
342776	844675306729	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489548574			493	697	562	671	424	723	-0.10272	0.07434	-0.99193	-0.23856	0.09885	-0.96608	2.981	3.030	2.986				Valid	Valid	218.9	138.0	622.5	268.3	135.9	613.8	154.5	184.6	116.7	198.7															Saccade	83	1															
351110	844675315063	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489556908			500	689	567	676	433	701	-0.10062	0.07666	-0.99197	-0.23533	0.08998	-0.96774	2.953	2.990	2.978				Valid	Valid	219.0	137.8	622.6	268.5	135.8	613.9	155.8	185.9	119.2	192.8															Fixation	367	1	505	702													
359443	844675323396	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489565241			494	705	552	676	436	734	-0.10679	0.07700	-0.99129	-0.23417	0.10417	-0.96660	2.946	3.018	2.985				Valid	Valid	219.0	137.7	622.6	268.7	135.7	613.9	151.9	186.0	120.0	201.9															Fixation	367	1	505	702													
367775	844675331728	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489573574			487	706	531	687	443	725	-0.11607	0.08164	-0.98988	-0.23176	0.10062	-0.96755	2.967	2.984	2.968				Valid	Valid	219.1	137.4	622.6	268.8	135.6	613.9	146.1	188.8	121.8	199.4															Fixation	367	1	505	702													
376109	844675340062	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489581908			504	714	546	682	463	746	-0.10987	0.08000	-0.99072	-0.22345	0.10988	-0.96850	2.909	3.029	2.947				Valid	Valid	219.1	137.2	622.8	269.0	135.4	614.0	150.1	187.5	127.3	205.1															Fixation	367	1	505	702													
384442	844675348395	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489590241			502	693	548	679	456	708	-0.10887	0.07890	-0.99092	-0.22704	0.09363	-0.96937	2.889	2.949	2.929				Valid	Valid	219.2	137.0	622.8	269.1	135.3	614.0	150.8	186.6	125.3	194.6															Fixation	367	1	505	702													
387598	844675351551		zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29											ParticipantVideoStart																																														Fixation	367	1	505	702													
392775	844675356728	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489598574			497	695	541	687	452	702	-0.11195	0.08296	-0.99025	-0.22859	0.09148	-0.96922	2.905	2.932	2.924				Valid	Valid	219.2	136.8	622.9	269.2	135.2	614.1	148.8	189.0	124.3	193.1															Fixation	367	1	505	702													
401109	844675365062	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489606908			493	714	533	709	454	720	-0.11536	0.09251	-0.98901	-0.22785	0.09930	-0.96862	2.919	2.943	2.910				Valid	Valid	219.3	136.6	623.0	269.2	135.0	614.2	146.6	194.9	124.8	198.0															Fixation	367	1	505	702													
409441	844675373394	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489615241			508	697	561	682	455	711	-0.10358	0.08129	-0.99129	-0.22740	0.09558	-0.96910	2.857	2.926	2.901				Valid	Valid	219.3	136.5	623.0	269.3	135.0	614.2	154.2	187.6	125.2	195.5															Fixation	367	1	505	702													
417774	844675381727	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489623574			501	692	544	683	458	701	-0.11084	0.08177	-0.99047	-0.22659	0.09151	-0.96968	2.862	2.903	2.895				Valid	Valid	219.3	136.4	623.0	269.4	134.9	614.2	149.6	187.8	125.8	192.9															Fixation	367	1	505	702													
426108	844675390061	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489631908			498	707	534	693	462	720	-0.11511	0.08640	-0.98959	-0.22458	0.09970	-0.96934	2.872	2.930	2.884				Valid	Valid	219.3	136.3	623.0	269.4	134.9	614.2	146.9	190.7	127.1	198.0															Fixation	367	1	505	702													
434441	844675398394	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489640241			507	700	540	692	474	707	-0.11252	0.08609	-0.98991	-0.21968	0.09439	-0.97099	2.864	2.892	2.886				Valid	Valid	219.3	136.2	623.0	269.4	134.8	614.1	148.5	190.4	130.5	194.5															Fixation	367	1	505	702													
442773	844675406726	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489648574			505	698	544	697	466	699	-0.11096	0.08826	-0.98990	-0.22343	0.09055	-0.97051	2.872	2.900	2.885				Valid	Valid	219.3	136.1	623.0	269.4	134.8	614.1	149.5	191.6	128.0	192.1															Fixation	367	1	505	702													
451107	844675415060	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489656908			503	704	536	711	470	697	-0.11404	0.09455	-0.98897	-0.22164	0.09016	-0.97095	2.878	2.885	2.878				Valid	Valid	219.3	135.9	623.1	269.4	134.7	614.1	147.4	195.5	129.2	191.8															Fixation	367	1	505	702													
459440	844675423393	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489665241			507	700	548	699	467	700	-0.10895	0.08971	-0.98999	-0.22285	0.09130	-0.97057	2.864	2.898	2.884				Valid	Valid	219.2	135.8	622.8	269.4	134.7	614.0	150.7	192.3	128.4	192.5															Fixation	367	1	505	702													
467773	844675431726	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489673574			511	690	545	683	476	698	-0.11021	0.08271	-0.99046	-0.21890	0.09049	-0.97154	2.850	2.878	2.880				Valid	Valid	219.1	135.7	623.0	269.3	134.6	614.0	149.8	187.7	131.0	191.8															Fixation	367	1	505	702													
476107	844675440060	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489681908			505	705	523	708	486	703	-0.11953	0.09354	-0.98841	-0.21468	0.09297	-0.97225	2.884	2.896	2.881				Valid	Valid	219.1	135.7	622.7	269.3	134.6	613.9	143.8	194.6	133.7	193.3															Fixation	367	1	505	702													
484439	844675448392	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489690241			509	703	545	696	473	709	-0.10976	0.08893	-0.98997	-0.21999	0.09567	-0.97080	2.858	2.928	2.893				Valid	Valid	219.0	135.5	622.9	269.2	134.5	613.9	149.9	191.5	130.1	195.0															Fixation	367	1	505	702													
492772	844675456725	Eye Tracker	zira_exp2	02/27/2025	Zira	session2	02/27/2025	02/27/2025	08:59:18.506	07:59:18.506	59173	session2	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10.00	0.8	11.6	7.9	0.07	0.97	0.66	3	42	29										1489698574			506	700	535	686	476	714	-0.11414	0.08444	-0.98987	-0.21843	0.09801	-0.97092	2.874	2.934	2.901				Valid	Valid	218.9	135.5	622.8	269.1	134.5	613.8	147.1	188.6	131.0	196.4															Fixation	367	1	505	702													
